TweetID	WorkerID_1	Label1	WorkerID_2	Label2	WorkerID_3	Label3
A39ZQZ2T5Z7JSB	1245597442818506758	1	AXQWKUJF7SQXP	1	A39ZQZ2T5Z7JSB	1
AE03LUY7RH400	1196316882028126208	1	A39ZQZ2T5Z7JSB	1	A3M3HUU77NKTES	2
AE03LUY7RH400	1204401300017942530	1	A39ZQZ2T5Z7JSB	2	A3M3HUU77NKTES	2
AE03LUY7RH400	1240946345394835456	1	A39ZQZ2T5Z7JSB	1	A3M3HUU77NKTES	3
A39ZQZ2T5Z7JSB	1264423418063130625	4	A3GUJ6JD25FX7O	1	AXQWKUJF7SQXP	1
A39ZQZ2T5Z7JSB	1264497068510294016	4	A3GUJ6JD25FX7O	2	AXQWKUJF7SQXP	3
A39ZQZ2T5Z7JSB	1197721265173401607	4	A3GUJ6JD25FX7O	2	AXQWKUJF7SQXP	2
AYJGJAIY0EXW	1196614454265278464	4	A16FY9L7QTDNRW	4	A39ZQZ2T5Z7JSB	4
AYJGJAIY0EXW	1241210119360307201	4	A16FY9L7QTDNRW	4	A39ZQZ2T5Z7JSB	4
AYJGJAIY0EXW	1162417255432503296	2	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	2
A36QYJDZBOQ5PQ	1202240453753614337	3	A3GUJ6JD25FX7O	1	A16FY9L7QTDNRW	5
A36QYJDZBOQ5PQ	1197120414650159104	3	A3GUJ6JD25FX7O	1	A16FY9L7QTDNRW	2
A36QYJDZBOQ5PQ	1273336890201169932	2	A3GUJ6JD25FX7O	2	A16FY9L7QTDNRW	2
A3CFNUD7VR2E1E	1204418265952538625	4	A681XM15AN28F	3	AE03LUY7RH400	3
A3CFNUD7VR2E1E	1197176888881336322	4	A681XM15AN28F	1	AE03LUY7RH400	2
A3CFNUD7VR2E1E	1197094299273314304	1	A681XM15AN28F	1	AE03LUY7RH400	1
A16FY9L7QTDNRW	1162214160081420288	1	AXQWKUJF7SQXP	1	A3M3HUU77NKTES	2
A16FY9L7QTDNRW	1231943529020174339	2	AXQWKUJF7SQXP	4	A3M3HUU77NKTES	2
A16FY9L7QTDNRW	1202194794069540865	1	AXQWKUJF7SQXP	4	A3M3HUU77NKTES	2
A36QYJDZBOQ5PQ	1197273630624944128	2	AXQWKUJF7SQXP	1	A39ZQZ2T5Z7JSB	2
A36QYJDZBOQ5PQ	1245585388816621569	4	AXQWKUJF7SQXP	2	A39ZQZ2T5Z7JSB	1
A36QYJDZBOQ5PQ	1155551578822184960	4	AXQWKUJF7SQXP	2	A39ZQZ2T5Z7JSB	4
AXQWKUJF7SQXP	1245560033192050691	1	A39ZQZ2T5Z7JSB	2	A3GUJ6JD25FX7O	1
AXQWKUJF7SQXP	1196968801994182656	3	A39ZQZ2T5Z7JSB	2	A3GUJ6JD25FX7O	1
AXQWKUJF7SQXP	1174531316970401792	3	A39ZQZ2T5Z7JSB	2	A3GUJ6JD25FX7O	1
A16FY9L7QTDNRW	1162319243721027590	2	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	1
A16FY9L7QTDNRW	1197227662638505991	2	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	2
A16FY9L7QTDNRW	1245587273543856130	2	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	1
A39ZQZ2T5Z7JSB	1240837553890177024	2	AM2W23THD4CI7	2	AYJGJAIY0EXW	2
A39ZQZ2T5Z7JSB	1155493730050301953	4	AM2W23THD4CI7	4	AYJGJAIY0EXW	4
A39ZQZ2T5Z7JSB	1155384996992962560	4	AM2W23THD4CI7	2	AYJGJAIY0EXW	4
A6T8PXIZ6IN7Y	1245606325238657024	5	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	2
A6T8PXIZ6IN7Y	1197375246266966017	1	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	1
A16FY9L7QTDNRW	1174497785674182656	2	A39ZQZ2T5Z7JSB	4	A39ZQZ2T5Z7JSB	4
A16FY9L7QTDNRW	1204476160094007296	2	A39ZQZ2T5Z7JSB	2	A39ZQZ2T5Z7JSB	2
A16FY9L7QTDNRW	1162501280373198849	2	A39ZQZ2T5Z7JSB	2	A39ZQZ2T5Z7JSB	2
A3CFNUD7VR2E1E	1241039879468916736	4	AXQWKUJF7SQXP	3	A3CFNUD7VR2E1E	4
A3CFNUD7VR2E1E	1202186559514124288	4	AXQWKUJF7SQXP	1	A3CFNUD7VR2E1E	4
A3CFNUD7VR2E1E	1162216571315470342	1	AXQWKUJF7SQXP	2	A3CFNUD7VR2E1E	1
A3GUJ6JD25FX7O	1197515549829300225	1	A16FY9L7QTDNRW	2	AXQWKUJF7SQXP	1
A3GUJ6JD25FX7O	1155482380934795264	2	A16FY9L7QTDNRW	4	AXQWKUJF7SQXP	2
A3GUJ6JD25FX7O	1264531539490222080	1	A16FY9L7QTDNRW	3	AXQWKUJF7SQXP	2
A39ZQZ2T5Z7JSB	1197404790910849024	4	AWIPMIAD5U5MP	1	A3GUJ6JD25FX7O	1
A39ZQZ2T5Z7JSB	1264502427044241409	2	AWIPMIAD5U5MP	4	A3GUJ6JD25FX7O	2
A39ZQZ2T5Z7JSB	1204290607981551616	1	AWIPMIAD5U5MP	4	A3GUJ6JD25FX7O	1
AXQWKUJF7SQXP	1197320799549566977	3	A3M3HUU77NKTES	2	A39ZQZ2T5Z7JSB	1
AXQWKUJF7SQXP	1232066899887972353	2	A3M3HUU77NKTES	3	A39ZQZ2T5Z7JSB	2
AXQWKUJF7SQXP	1241168891210072065	2	A3M3HUU77NKTES	2	A39ZQZ2T5Z7JSB	2
A39ZQZ2T5Z7JSB	1231790577454370816	4	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4
A39ZQZ2T5Z7JSB	1241087280833597440	2	A16FY9L7QTDNRW	2	A16FY9L7QTDNRW	2
A39ZQZ2T5Z7JSB	1202097106237972486	1	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	1
A3M3HUU77NKTES	1235039798953312257	3	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	2
A3M3HUU77NKTES	1241169810047807494	3	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	4
A3M3HUU77NKTES	1231973618923556866	3	A16FY9L7QTDNRW	1	A39ZQZ2T5Z7JSB	4
AE03LUY7RH400	1231834067726819328	1	A39ZQZ2T5Z7JSB	2	A16FY9L7QTDNRW	1
AE03LUY7RH400	1197567485907816448	1	A39ZQZ2T5Z7JSB	1	A16FY9L7QTDNRW	1
AE03LUY7RH400	1197805327892275200	1	A39ZQZ2T5Z7JSB	2	A16FY9L7QTDNRW	1
A3GUJ6JD25FX7O	1197301014086455297	1	AXQWKUJF7SQXP	2	AXQWKUJF7SQXP	2
A3GUJ6JD25FX7O	1162350459878662145	1	AXQWKUJF7SQXP	1	AXQWKUJF7SQXP	1
A3GUJ6JD25FX7O	1197759446132383744	2	AXQWKUJF7SQXP	2	AXQWKUJF7SQXP	2
A39ZQZ2T5Z7JSB	1204457349378912261	4	AXQWKUJF7SQXP	1	AXQWKUJF7SQXP	1
A39ZQZ2T5Z7JSB	1197024270100160512	4	AXQWKUJF7SQXP	2	AXQWKUJF7SQXP	2
A39ZQZ2T5Z7JSB	1174647310959218688	1	AXQWKUJF7SQXP	3	AXQWKUJF7SQXP	3
AE03LUY7RH400	1235168521740484609	1	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	1
AE03LUY7RH400	1245434673398001664	2	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	2
AE03LUY7RH400	1235113811264360449	1	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	2
A3M3HUU77NKTES	1240866817209290752	3	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	4
A3M3HUU77NKTES	1196439071997988865	3	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	2
AE03LUY7RH400	1204451160452558848	4	AXQWKUJF7SQXP	1	A16FY9L7QTDNRW	4
AE03LUY7RH400	1204283323129810945	1	AXQWKUJF7SQXP	1	A16FY9L7QTDNRW	2
AE03LUY7RH400	1196634627546501120	4	AXQWKUJF7SQXP	4	A16FY9L7QTDNRW	4
AXQWKUJF7SQXP	1234992897121869825	3	A39ZQZ2T5Z7JSB	2	A681XM15AN28F	2
AXQWKUJF7SQXP	1204284316173385730	2	A39ZQZ2T5Z7JSB	1	A681XM15AN28F	1
AXQWKUJF7SQXP	1241196087404306435	2	A39ZQZ2T5Z7JSB	2	A681XM15AN28F	1
A39ZQZ2T5Z7JSB	1265839770560860160	1	AXQWKUJF7SQXP	3	A16FY9L7QTDNRW	1
A39ZQZ2T5Z7JSB	1240973248742830081	1	AXQWKUJF7SQXP	1	A16FY9L7QTDNRW	1
A39ZQZ2T5Z7JSB	1197292506427187200	1	AXQWKUJF7SQXP	2	A16FY9L7QTDNRW	1
A3GUJ6JD25FX7O	1273381030544760833	2	AXQWKUJF7SQXP	4	A681XM15AN28F	3
A3GUJ6JD25FX7O	1231952033546211329	1	AXQWKUJF7SQXP	1	A681XM15AN28F	1
A3GUJ6JD25FX7O	1231966740453744646	1	AXQWKUJF7SQXP	1	A681XM15AN28F	1
A39ZQZ2T5Z7JSB	1197682310650486784	4	A1Y3PSVSU557SW	4	A16FY9L7QTDNRW	4
A39ZQZ2T5Z7JSB	1197460182218891267	3	A1Y3PSVSU557SW	4	A16FY9L7QTDNRW	2
A39ZQZ2T5Z7JSB	1197743197226749952	1	A1Y3PSVSU557SW	1	A16FY9L7QTDNRW	1
A39ZQZ2T5Z7JSB	1273419592845623297	2	AWIPMIAD5U5MP	4	A16FY9L7QTDNRW	2
A39ZQZ2T5Z7JSB	1235075777131094016	1	AWIPMIAD5U5MP	1	A16FY9L7QTDNRW	2
A39ZQZ2T5Z7JSB	1197067874143260672	1	AWIPMIAD5U5MP	1	A16FY9L7QTDNRW	5
AWIPMIAD5U5MP	1235150330096005121	1	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	1
AWIPMIAD5U5MP	1196612496267722754	4	A16FY9L7QTDNRW	2	A16FY9L7QTDNRW	2
AWIPMIAD5U5MP	1197380275602436096	4	A16FY9L7QTDNRW	2	A16FY9L7QTDNRW	2
A39ZQZ2T5Z7JSB	1231796090975866881	4	A3GUJ6JD25FX7O	2	A39ZQZ2T5Z7JSB	4
A39ZQZ2T5Z7JSB	1155568406436995072	4	A3GUJ6JD25FX7O	4	A39ZQZ2T5Z7JSB	4
A39ZQZ2T5Z7JSB	1196324895849877504	1	A3GUJ6JD25FX7O	1	A39ZQZ2T5Z7JSB	1
A39ZQZ2T5Z7JSB	1197263870664093697	1	A16FY9L7QTDNRW	1	A681XM15AN28F	1
A39ZQZ2T5Z7JSB	1202106229813731328	1	A16FY9L7QTDNRW	1	A681XM15AN28F	1
A39ZQZ2T5Z7JSB	1265952666313584642	1	A16FY9L7QTDNRW	1	A681XM15AN28F	1
A681XM15AN28F	1155298905128673284	4	A39ZQZ2T5Z7JSB	4	A681XM15AN28F	4
A681XM15AN28F	1240951277003182080	1	A39ZQZ2T5Z7JSB	1	A681XM15AN28F	1
A681XM15AN28F	1196432698236997632	1	A39ZQZ2T5Z7JSB	1	A681XM15AN28F	1
A36QYJDZBOQ5PQ	1155368824469745667	4	AXQWKUJF7SQXP	3	A3CFNUD7VR2E1E	3
A36QYJDZBOQ5PQ	1155207594333466624	2	AXQWKUJF7SQXP	1	A3CFNUD7VR2E1E	4
A36QYJDZBOQ5PQ	1197167923263082499	2	AXQWKUJF7SQXP	1	A3CFNUD7VR2E1E	1
A3M3HUU77NKTES	1235153586746781696	2	A36QYJDZBOQ5PQ	1	A39ZQZ2T5Z7JSB	1
A3M3HUU77NKTES	1197898962826600450	4	A36QYJDZBOQ5PQ	4	A39ZQZ2T5Z7JSB	4
A3M3HUU77NKTES	1241071926417580032	2	A36QYJDZBOQ5PQ	3	A39ZQZ2T5Z7JSB	5
AE03LUY7RH400	1204277227225075713	1	A16FY9L7QTDNRW	1	A39ZQZ2T5Z7JSB	2
AE03LUY7RH400	1231882677315407872	1	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	1
AE03LUY7RH400	1231866119289438210	1	A16FY9L7QTDNRW	1	A39ZQZ2T5Z7JSB	1
AXQWKUJF7SQXP	1197125263840219141	3	A39ZQZ2T5Z7JSB	1	AXQWKUJF7SQXP	2
AXQWKUJF7SQXP	1162486146099830784	2	A39ZQZ2T5Z7JSB	4	AXQWKUJF7SQXP	2
AXQWKUJF7SQXP	1245619002941911049	1	A39ZQZ2T5Z7JSB	1	AXQWKUJF7SQXP	1
A16FY9L7QTDNRW	1235197904190681088	3	AXQWKUJF7SQXP	1	AXQWKUJF7SQXP	1
A16FY9L7QTDNRW	1235181892304945154	2	AXQWKUJF7SQXP	1	AXQWKUJF7SQXP	1
A16FY9L7QTDNRW	1235052226747351040	2	AXQWKUJF7SQXP	3	AXQWKUJF7SQXP	4
AXQWKUJF7SQXP	1197816951151693824	1	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	2
AXQWKUJF7SQXP	1240917902427111424	3	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	1
AXQWKUJF7SQXP	1231820688626864128	1	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	2
A39ZQZ2T5Z7JSB	1273282955746500608	1	A3GUJ6JD25FX7O	1	A39ZQZ2T5Z7JSB	1
A39ZQZ2T5Z7JSB	1263801432718733314	2	A3GUJ6JD25FX7O	1	A39ZQZ2T5Z7JSB	2
A39ZQZ2T5Z7JSB	1204288309532471297	1	A3GUJ6JD25FX7O	1	A39ZQZ2T5Z7JSB	1
A3GUJ6JD25FX7O	1235082127823130625	1	A39ZQZ2T5Z7JSB	3	A16FY9L7QTDNRW	2
A3GUJ6JD25FX7O	1196398282542649344	2	A39ZQZ2T5Z7JSB	1	A16FY9L7QTDNRW	1
A3GUJ6JD25FX7O	1264426819463327749	2	A39ZQZ2T5Z7JSB	1	A16FY9L7QTDNRW	2
AXQWKUJF7SQXP	1197433312404541441	2	A39ZQZ2T5Z7JSB	1	A39ZQZ2T5Z7JSB	1
AXQWKUJF7SQXP	1241153530813169675	3	A39ZQZ2T5Z7JSB	1	A39ZQZ2T5Z7JSB	2
AXQWKUJF7SQXP	1235023441650040832	2	A39ZQZ2T5Z7JSB	1	A39ZQZ2T5Z7JSB	2
A3M3HUU77NKTES	1265980498775388160	3	A39ZQZ2T5Z7JSB	1	A39ZQZ2T5Z7JSB	1
A3M3HUU77NKTES	1162437349017620480	2	A39ZQZ2T5Z7JSB	4	A39ZQZ2T5Z7JSB	4
A3M3HUU77NKTES	1196642303210905601	3	A39ZQZ2T5Z7JSB	2	A39ZQZ2T5Z7JSB	2
AE03LUY7RH400	1231834608523784193	1	AP2HL1DHHBIC6	1	A16FY9L7QTDNRW	1
AE03LUY7RH400	1264456179117445120	1	AP2HL1DHHBIC6	2	A16FY9L7QTDNRW	2
AE03LUY7RH400	1232033798981922818	1	AP2HL1DHHBIC6	1	A16FY9L7QTDNRW	1
A681XM15AN28F	1204412441163001857	3	A16FY9L7QTDNRW	4	AXQWKUJF7SQXP	3
A681XM15AN28F	1197001047702679552	1	A16FY9L7QTDNRW	1	AXQWKUJF7SQXP	1
A681XM15AN28F	1155284280643186688	1	A16FY9L7QTDNRW	2	AXQWKUJF7SQXP	3
AXQWKUJF7SQXP	1197692182993494016	2	AYJGJAIY0EXW	2	AXQWKUJF7SQXP	1
AXQWKUJF7SQXP	1273590086450495490	1	AYJGJAIY0EXW	4	AXQWKUJF7SQXP	1
AXQWKUJF7SQXP	1273542015729483777	2	AYJGJAIY0EXW	2	AXQWKUJF7SQXP	1
AE03LUY7RH400	1197870217994625026	1	AE03LUY7RH400	1	AWIPMIAD5U5MP	1
AE03LUY7RH400	1273299690436657153	1	AE03LUY7RH400	1	AWIPMIAD5U5MP	4
AE03LUY7RH400	1241226676081774598	1	AE03LUY7RH400	1	AWIPMIAD5U5MP	4
A39ZQZ2T5Z7JSB	1202124245108580352	4	A39ZQZ2T5Z7JSB	4	AYJGJAIY0EXW	4
A39ZQZ2T5Z7JSB	1204349262508765185	1	A39ZQZ2T5Z7JSB	1	AYJGJAIY0EXW	2
A39ZQZ2T5Z7JSB	1231807248579481601	2	A39ZQZ2T5Z7JSB	1	AYJGJAIY0EXW	2
A16FY9L7QTDNRW	1231930635683586048	2	A681XM15AN28F	1	A39ZQZ2T5Z7JSB	2
A16FY9L7QTDNRW	1197158822738980864	2	A681XM15AN28F	1	A39ZQZ2T5Z7JSB	2
A16FY9L7QTDNRW	1162334235019137024	4	A681XM15AN28F	1	A39ZQZ2T5Z7JSB	4
A3M3HUU77NKTES	1202075667590008833	5	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2
A3M3HUU77NKTES	1231985134217449473	5	A3M3HUU77NKTES	2	A3M3HUU77NKTES	5
A3M3HUU77NKTES	1184523943602016256	5	A3M3HUU77NKTES	4	A3M3HUU77NKTES	2
A681XM15AN28F	1174605477398929408	1	A3M3HUU77NKTES	4	AP2HL1DHHBIC6	2
A681XM15AN28F	1174654381024673792	1	A3M3HUU77NKTES	2	AP2HL1DHHBIC6	2
A681XM15AN28F	1245615080919543808	1	A3M3HUU77NKTES	3	AP2HL1DHHBIC6	1
A39ZQZ2T5Z7JSB	1162224901421277185	4	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4
A39ZQZ2T5Z7JSB	1174657027316027393	1	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	1
A39ZQZ2T5Z7JSB	1265989273561501696	4	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4
A681XM15AN28F	1273506408059805698	1	AXQWKUJF7SQXP	1	AXQWKUJF7SQXP	4
A681XM15AN28F	1204221062877241347	1	AXQWKUJF7SQXP	1	AXQWKUJF7SQXP	1
A681XM15AN28F	1204240891877249024	5	AXQWKUJF7SQXP	5	AXQWKUJF7SQXP	4
A3CFNUD7VR2E1E	1196312565464403969	1	AYJGJAIY0EXW	2	A39ZQZ2T5Z7JSB	2
A3CFNUD7VR2E1E	1155328247548252160	1	AYJGJAIY0EXW	2	A39ZQZ2T5Z7JSB	1
A3CFNUD7VR2E1E	1241222202650959872	1	AYJGJAIY0EXW	2	A39ZQZ2T5Z7JSB	2
A16FY9L7QTDNRW	1263600060597628928	4	AYJGJAIY0EXW	4	A16FY9L7QTDNRW	2
A16FY9L7QTDNRW	1263740563544653824	2	AYJGJAIY0EXW	2	A16FY9L7QTDNRW	2
A16FY9L7QTDNRW	1196479741643153408	2	AYJGJAIY0EXW	2	A16FY9L7QTDNRW	2
A3CFNUD7VR2E1E	1174552154872270848	4	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4
A3CFNUD7VR2E1E	1197203253513113600	1	A16FY9L7QTDNRW	2	A16FY9L7QTDNRW	2
A3CFNUD7VR2E1E	1231916055720873984	4	A16FY9L7QTDNRW	2	A16FY9L7QTDNRW	2
A3GUJ6JD25FX7O	1162246647549587457	3	A3GUJ6JD25FX7O	1	AE03LUY7RH400	3
A3GUJ6JD25FX7O	1245605736068993024	1	A3GUJ6JD25FX7O	1	AE03LUY7RH400	1
A3GUJ6JD25FX7O	1184498082442035207	1	A3GUJ6JD25FX7O	1	AE03LUY7RH400	1
A16FY9L7QTDNRW	1231783171462705153	2	A3M3HUU77NKTES	2	AE03LUY7RH400	2
A16FY9L7QTDNRW	1240881290192326657	1	A3M3HUU77NKTES	2	AE03LUY7RH400	1
A16FY9L7QTDNRW	1174680769895100416	4	A3M3HUU77NKTES	2	AE03LUY7RH400	3
A39ZQZ2T5Z7JSB	1245455548478189568	4	A3M3HUU77NKTES	3	AXQWKUJF7SQXP	2
A39ZQZ2T5Z7JSB	1240972468635959297	4	A3M3HUU77NKTES	3	AXQWKUJF7SQXP	3
A39ZQZ2T5Z7JSB	1264528521763999745	2	A3M3HUU77NKTES	3	AXQWKUJF7SQXP	2
A3M3HUU77NKTES	1240836043466854400	3	AP2HL1DHHBIC6	3	A681XM15AN28F	3
A3M3HUU77NKTES	1245430981374476289	4	AP2HL1DHHBIC6	4	A681XM15AN28F	3
A3M3HUU77NKTES	1197361202143252480	3	AP2HL1DHHBIC6	2	A681XM15AN28F	3
A3GUJ6JD25FX7O	1197736276549685248	2	A39ZQZ2T5Z7JSB	4	AYJGJAIY0EXW	4
A3GUJ6JD25FX7O	1197513660937015296	1	A39ZQZ2T5Z7JSB	1	AYJGJAIY0EXW	2
A3GUJ6JD25FX7O	1245564757140295680	1	A39ZQZ2T5Z7JSB	1	AYJGJAIY0EXW	1
A681XM15AN28F	1184500101856841728	3	AYJGJAIY0EXW	2	A39ZQZ2T5Z7JSB	1
A681XM15AN28F	1241030734459985920	3	AYJGJAIY0EXW	4	A39ZQZ2T5Z7JSB	4
A681XM15AN28F	1231825526844776448	1	AYJGJAIY0EXW	2	A39ZQZ2T5Z7JSB	1
AXQWKUJF7SQXP	1155398978009104385	1	A39ZQZ2T5Z7JSB	1	AXQWKUJF7SQXP	4
AXQWKUJF7SQXP	1235210958982836226	1	A39ZQZ2T5Z7JSB	2	AXQWKUJF7SQXP	1
AXQWKUJF7SQXP	1265876399002464256	2	A39ZQZ2T5Z7JSB	2	AXQWKUJF7SQXP	1
A16FY9L7QTDNRW	1235055999867731969	2	A16FY9L7QTDNRW	2	A39ZQZ2T5Z7JSB	2
A16FY9L7QTDNRW	1235168472381808641	1	A16FY9L7QTDNRW	1	A39ZQZ2T5Z7JSB	1
A16FY9L7QTDNRW	1196473772485701633	1	A16FY9L7QTDNRW	1	A39ZQZ2T5Z7JSB	1
AXQWKUJF7SQXP	1155637955920302082	1	A39ZQZ2T5Z7JSB	2	A16FY9L7QTDNRW	2
AXQWKUJF7SQXP	1265992396883595264	4	A39ZQZ2T5Z7JSB	4	A16FY9L7QTDNRW	4
AXQWKUJF7SQXP	1174581202344402944	3	A39ZQZ2T5Z7JSB	1	A16FY9L7QTDNRW	2
A3GUJ6JD25FX7O	1235018740296806400	1	AX8EX2QI5HIQQ	1	A39ZQZ2T5Z7JSB	2
A3GUJ6JD25FX7O	1155586123244199936	1	AX8EX2QI5HIQQ	2	A39ZQZ2T5Z7JSB	1
A3GUJ6JD25FX7O	1197656198310453250	2	AX8EX2QI5HIQQ	1	A39ZQZ2T5Z7JSB	4
AXQWKUJF7SQXP	1196600853899173889	3	AXQWKUJF7SQXP	1	A16FY9L7QTDNRW	1
AXQWKUJF7SQXP	1263693008823869440	2	AXQWKUJF7SQXP	3	A16FY9L7QTDNRW	2
AXQWKUJF7SQXP	1197817778402742272	3	AXQWKUJF7SQXP	2	A16FY9L7QTDNRW	2
A681XM15AN28F	1174481286989307912	4	A39ZQZ2T5Z7JSB	4	A3M3HUU77NKTES	3
A681XM15AN28F	1264504852689948673	4	A39ZQZ2T5Z7JSB	4	A3M3HUU77NKTES	2
A681XM15AN28F	1235054349627191296	1	A39ZQZ2T5Z7JSB	1	A3M3HUU77NKTES	2
A681XM15AN28F	1197880967849005056	4	AXQWKUJF7SQXP	4	AXQWKUJF7SQXP	4
A681XM15AN28F	1184576280794206209	4	AXQWKUJF7SQXP	4	AXQWKUJF7SQXP	4
A681XM15AN28F	1197147182421266434	1	AXQWKUJF7SQXP	1	AXQWKUJF7SQXP	4
A3M3HUU77NKTES	1265843106416558081	2	AXQWKUJF7SQXP	2	A39ZQZ2T5Z7JSB	1
A3M3HUU77NKTES	1240963203112128512	3	AXQWKUJF7SQXP	2	A39ZQZ2T5Z7JSB	4
A3M3HUU77NKTES	1197877676532535298	2	AXQWKUJF7SQXP	3	A39ZQZ2T5Z7JSB	1
A16FY9L7QTDNRW	1264490496270819329	4	AXQWKUJF7SQXP	1	A16FY9L7QTDNRW	4
A16FY9L7QTDNRW	1197737139171184641	1	AXQWKUJF7SQXP	1	A16FY9L7QTDNRW	3
A16FY9L7QTDNRW	1162183675594924033	1	AXQWKUJF7SQXP	1	A16FY9L7QTDNRW	4
AXQWKUJF7SQXP	1235101362754424832	2	A681XM15AN28F	1	A39ZQZ2T5Z7JSB	4
AXQWKUJF7SQXP	1264408224750542848	1	A681XM15AN28F	2	A39ZQZ2T5Z7JSB	2
AXQWKUJF7SQXP	1204394186692280325	4	A681XM15AN28F	3	A39ZQZ2T5Z7JSB	2
AXQWKUJF7SQXP	1197213139705778178	1	A39ZQZ2T5Z7JSB	1	AXQWKUJF7SQXP	1
AXQWKUJF7SQXP	1204211921802735616	1	A39ZQZ2T5Z7JSB	1	AXQWKUJF7SQXP	1
AXQWKUJF7SQXP	1162465195140108288	1	A39ZQZ2T5Z7JSB	2	AXQWKUJF7SQXP	1
A39ZQZ2T5Z7JSB	1245605037906071562	1	AE03LUY7RH400	1	A3M3HUU77NKTES	1
A39ZQZ2T5Z7JSB	1201999549000228869	4	AE03LUY7RH400	4	A3M3HUU77NKTES	2
